"PAIS","DEPARTAMENTO","CODIGO DANE","MUNICIPIO","DESAGREGACIÓN CULTIVO","CULTIVO","CICLO DE CULTIVO","GRUPO CULTIVO","SUBGRUPO","AÑO","PERIODO","Área Sembrada(ha)","ÁREA COSECHADA(ha)","PRODUCCION(t)","RENDIMIENTO(t/ha)","CÓDIGO  CULTIVO","NOMBRE CIENTÍFICO CULTIVO","ESTADO FISICO DEL CULTIVO"
"Colombia","Caldas","17433","Manzanares","Cebolla De Rama","Cebolla De Rama","Transitorio","Hortalizas","Hortalizas de Tallo","2019","2019B","0.25","0.25","0.25","1","1051200","Allium fistulosum","En fresco"
"Colombia","Caldas","17433","Manzanares","Cilantro","Cilantro","Transitorio","Hortalizas","Hortalizas de Hoja","2019","2019B","0.30","0.3","3.15","10.5","1051300","Coriandrum sativum","En fresco"
"Colombia","Caldas","17433","Manzanares","Repollo","Repollo","Transitorio","Hortalizas","Hortalizas de Hoja","2019","2019B","0.50","0.5","1","2","1052800","Brassica oleracea var. capitata","En fresco"
"Colombia","Caldas","17433","Manzanares","Tomate","Tomate","Transitorio","Hortalizas","Hortalizas de Futo","2019","2019B","0.00","0","0","0","1052901","Lycopersicon esculentum","En fresco"
"Colombia","Caldas","17433","Manzanares","Tomate Invernadero","Tomate Invernadero","Transitorio","Hortalizas","Hortalizas de Futo","2019","2019B","2.50","2.5","237","94.8","1052902","Lycopersicon esculentum","En fresco"
"Colombia","Caldas","17433","Manzanares","Habichuela","Habichuela","Transitorio","Leguminosas","Leguminosas","2019","2019B","0.25","0.25","0.5","2","1060600","Phaseolus vulgaris","En fresco"
"Colombia","Caldas","17442","Marmato","Aguacate demás variedades","Aguacate demás variedades","Permanente","Frutales","Demas frutales","2019","2019","5.00","4","20","5","2040299","Persea americana","En fresco"
"Colombia","Caldas","17442","Marmato","Banano consumo interno","Banano consumo interno","Permanente","Frutales","Demas frutales","2019","2019","30.00","30","300","10","2040902","Musa cavendishii","En fresco"
"Colombia","Caldas","17442","Marmato","Guanábana","Guanábana","Permanente","Frutales","Anonáceas","2019","2019","1.00","1","2.5","2.5","2042900","Annona muricata L.","En fresco"
"Colombia","Caldas","17442","Marmato","Plátano consumo interno","Plátano consumo interno","Permanente","Frutales","Demas frutales","2019","2019","186.00","186","5,022","27","2045802","Musa paradisiaca L.","En fresco"
"Colombia","Caldas","17442","Marmato","Otros cítricos","Otros cítricos","Permanente","Frutales","Cítricos","2019","2019","4.00","4","144","36","2049800","No aplica","En fresco"
"Colombia","Caldas","17442","Marmato","Cebolla De Bulbo","Cebolla De Bulbo","Transitorio","Hortalizas","Hortalizas de raíz","2019","2019A","1.00","1","2","2","1051100","Allium cepa","En fresco"
"Colombia","Caldas","17442","Marmato","Cebolla De Rama","Cebolla De Rama","Transitorio","Hortalizas","Hortalizas de Tallo","2019","2019A","1.00","1","4","4","1051200","Allium fistulosum","En fresco"
"Colombia","Caldas","17442","Marmato","Cilantro","Cilantro","Transitorio","Hortalizas","Hortalizas de Hoja","2019","2019A","1.00","1","4.8","4.8","1051300","Coriandrum sativum","En fresco"
"Colombia","Caldas","17442","Marmato","Lechuga","Lechuga","Transitorio","Hortalizas","Hortalizas de Hoja","2019","2019A","1.00","1","1","1","1051900","Lactuca sativa","En fresco"
"Colombia","Caldas","17442","Marmato","Pepino Cohombro","Pepino Cohombro","Transitorio","Hortalizas","Hortalizas de Futo","2019","2019A","1.00","1","3","3","1052300","Cucumis sativus","En fresco"
"Colombia","Caldas","17442","Marmato","Pimentón","Pimentón","Transitorio","Hortalizas","Hortalizas de Futo","2019","2019A","1.00","1","2","2","1052500","Capsicum annuum L","En fresco"
"Colombia","Caldas","17442","Marmato","Remolacha","Remolacha","Transitorio","Hortalizas","Hortalizas de raíz","2019","2019A","0.50","0.5","1","2","1052700","Beta vulgaris","En fresco"
"Colombia","Caldas","17442","Marmato","Repollo","Repollo","Transitorio","Hortalizas","Hortalizas de Hoja","2019","2019A","1.00","1","2","2","1052800","Brassica oleracea var. capitata","En fresco"
"Colombia","Caldas","17442","Marmato","Tomate","Tomate","Transitorio","Hortalizas","Hortalizas de Futo","2019","2019A","1.00","1","2","2","1052901","Lycopersicon esculentum","En fresco"
"Colombia","Caldas","17442","Marmato","Zanahoria","Zanahoria","Transitorio","Hortalizas","Hortalizas de raíz","2019","2019A","1.00","1","3","3","1053000","Daucus carota","En fresco"
"Colombia","Caldas","17442","Marmato","Cebolla De Bulbo","Cebolla De Bulbo","Transitorio","Hortalizas","Hortalizas de raíz","2019","2019B","1.00","1","2","2","1051100","Allium cepa","En fresco"
"Colombia","Caldas","17442","Marmato","Cebolla De Rama","Cebolla De Rama","Transitorio","Hortalizas","Hortalizas de Tallo","2019","2019B","1.00","1","4","4","1051200","Allium fistulosum","En fresco"
"Colombia","Caldas","17442","Marmato","Cilantro","Cilantro","Transitorio","Hortalizas","Hortalizas de Hoja","2019","2019B","1.00","1","4.8","4.8","1051300","Coriandrum sativum","En fresco"
"Colombia","Caldas","17442","Marmato","Lechuga","Lechuga","Transitorio","Hortalizas","Hortalizas de Hoja","2019","2019B","1.00","1","1","1","1051900","Lactuca sativa","En fresco"
"Colombia","Caldas","17442","Marmato","Pepino Cohombro","Pepino Cohombro","Transitorio","Hortalizas","Hortalizas de Futo","2019","2019B","1.00","1","3","3","1052300","Cucumis sativus","En fresco"
"Colombia","Caldas","17614","Riosucio","Fresa","Fresa","Permanente","Frutales","Demas frutales","2019","2019","0.00","0","0","0","2042700","Fragaria vesca","En fresco"
"Colombia","Caldas","17442","Marmato","Pimentón","Pimentón","Transitorio","Hortalizas","Hortalizas de Futo","2019","2019B","1.00","1","2","2","1052500","Capsicum annuum L","En fresco"
"Colombia","Caldas","17442","Marmato","Remolacha","Remolacha","Transitorio","Hortalizas","Hortalizas de raíz","2019","2019B","0.50","0.5","1","2","1052700","Beta vulgaris","En fresco"
"Colombia","Caldas","17442","Marmato","Repollo","Repollo","Transitorio","Hortalizas","Hortalizas de Hoja","2019","2019B","1.00","1","2","2","1052800","Brassica oleracea var. capitata","En fresco"
"Colombia","Caldas","17442","Marmato","Tomate","Tomate","Transitorio","Hortalizas","Hortalizas de Futo","2019","2019B","1.00","1","2","2","1052901","Lycopersicon esculentum","En fresco"
"Colombia","Caldas","17442","Marmato","Zanahoria","Zanahoria","Transitorio","Hortalizas","Hortalizas de raíz","2019","2019B","1.00","1","3","3","1053000","Daucus carota","En fresco"
"Colombia","Caldas","17444","Marquetalia","Aguacate demás variedades","Aguacate demás variedades","Permanente","Frutales","Demas frutales","2019","2019","698.50","450","4,995","11.1","2040299","Persea americana","En fresco"
"Colombia","Caldas","17444","Marquetalia","Plátano consumo interno","Plátano consumo interno","Permanente","Frutales","Demas frutales","2019","2019","249.00","217","1,519","7","2045802","Musa paradisiaca L.","En fresco"
"Colombia","Caldas","17444","Marquetalia","Maíz Tradicional","Maíz Tradicional","Transitorio","Cereales","Cereales","2019","2019A","2.00","2","1.76","0.88","1010497","Zea mays","En fresco"
"Colombia","Caldas","17444","Marquetalia","Tomate","Tomate","Transitorio","Hortalizas","Hortalizas de Futo","2019","2019A","1.50","1.5","102","68","1052901","Lycopersicon esculentum","En fresco"
"Colombia","Caldas","17444","Marquetalia","Tomate Invernadero","Tomate Invernadero","Transitorio","Hortalizas","Hortalizas de Futo","2019","2019A","0.60","0.6","61.2","102","1052902","Lycopersicon esculentum","En fresco"
"Colombia","Caldas","17446","Marulanda","Aguacate demás variedades","Aguacate demás variedades","Permanente","Frutales","Demas frutales","2019","2019","96.00","94","470","5","2040299","Persea americana","En fresco"
"Colombia","Caldas","17446","Marulanda","Plátano consumo interno","Plátano consumo interno","Permanente","Frutales","Demas frutales","2019","2019","20.00","20","150","7.5","2045802","Musa paradisiaca L.","En fresco"
"Colombia","Caldas","17446","Marulanda","Maíz Tradicional","Maíz Tradicional","Transitorio","Cereales","Cereales","2019","2019A","6.00","6","13.42","2.24","1010497","Zea mays","En fresco"
"Colombia","Caldas","17446","Marulanda","Cebolla De Rama","Cebolla De Rama","Transitorio","Hortalizas","Hortalizas de Tallo","2019","2019A","5.00","5","21","4.2","1051200","Allium fistulosum","En fresco"
"Colombia","Caldas","17446","Marulanda","Cilantro","Cilantro","Transitorio","Hortalizas","Hortalizas de Hoja","2019","2019A","3.00","3","3","1","1051300","Coriandrum sativum","En fresco"
"Colombia","Caldas","17446","Marulanda","Otras hortalizas","Otras hortalizas","Transitorio","Hortalizas","Hortalizas","2019","2019A","5.00","5","30","6","1059900","No aplica","En fresco"
"Colombia","Caldas","17446","Marulanda","Papa todas las variedades","Papa todas las variedades","Transitorio","Raíces y Tubérculos","Raíces y Tubérculos","2019","2019A","26.00","26","470","18.08","1080701","Solanum tuberosum","En fresco"
"Colombia","Caldas","17486","Neira","Aguacate demás variedades","Aguacate demás variedades","Permanente","Frutales","Demas frutales","2019","2019","515.00","465","11,857","25.5","2040299","Persea americana","En fresco"
"Colombia","Caldas","17486","Neira","Banano consumo interno","Banano consumo interno","Permanente","Frutales","Demas frutales","2019","2019","148.00","141","2,115","15","2040902","Musa cavendishii","En fresco"
"Colombia","Caldas","17486","Neira","Guayaba","Guayaba","Permanente","Frutales","Mirtáceas","2019","2019","58.00","58","1,044","18","2043000","Psidium guajava L.","En fresco"
"Colombia","Caldas","17486","Neira","Gulupa o cholupa","Gulupa o cholupa","Permanente","Frutales","Pasifloráceas","2019","2019","11.00","11","125","11.36","2043100","Passiflora edulis Sims fo. Edulis","En fresco"
"Colombia","Caldas","17486","Neira","Plátano consumo interno","Plátano consumo interno","Permanente","Frutales","Demas frutales","2019","2019","796.00","796","12,736","16","2045802","Musa paradisiaca L.","En fresco"
"Colombia","Caldas","17486","Neira","Otros cítricos","Otros cítricos","Permanente","Frutales","Cítricos","2019","2019","382.00","376","7,400","19.68","2049800","No aplica","En fresco"
"Colombia","Caldas","17486","Neira","Pimentón","Pimentón","Transitorio","Hortalizas","Hortalizas de Futo","2019","2019A","2.00","2","60","30","1052500","Capsicum annuum L","En fresco"
"Colombia","Caldas","17486","Neira","Tomate","Tomate","Transitorio","Hortalizas","Hortalizas de Futo","2019","2019A","12.00","12","144","12","1052901","Lycopersicon esculentum","En fresco"
"Colombia","Caldas","17486","Neira","Habichuela","Habichuela","Transitorio","Leguminosas","Leguminosas","2019","2019A","6.00","6","90","15","1060600","Phaseolus vulgaris","En fresco"
"Colombia","Caldas","17486","Neira","Pimentón","Pimentón","Transitorio","Hortalizas","Hortalizas de Futo","2019","2019B","2.00","2","60","30","1052500","Capsicum annuum L","En fresco"
"Colombia","Caldas","17486","Neira","Tomate","Tomate","Transitorio","Hortalizas","Hortalizas de Futo","2019","2019B","12.00","12","144","12","1052901","Lycopersicon esculentum","En fresco"
"Colombia","Caldas","17486","Neira","Habichuela","Habichuela","Transitorio","Leguminosas","Leguminosas","2019","2019B","5.00","5","22.5","4.5","1060600","Phaseolus vulgaris","En fresco"
"Colombia","Caldas","17495","Norcasia","Aguacate demás variedades","Aguacate demás variedades","Permanente","Frutales","Demas frutales","2019","2019","720.00","600","8,400","14","2040299","Persea americana","En fresco"
"Colombia","Caldas","17495","Norcasia","Guanábana","Guanábana","Permanente","Frutales","Anonáceas","2019","2019","26.00","26","312","12","2042900","Annona muricata L.","En fresco"
"Colombia","Caldas","17495","Norcasia","Guayaba","Guayaba","Permanente","Frutales","Mirtáceas","2019","2019","5.00","4","24","6","2043000","Psidium guajava L.","En fresco"
"Colombia","Caldas","17495","Norcasia","Mangostino","Mangostino","Permanente","Frutales","Demas frutales","2019","2019","2.00","2","4","2","2044300","Garcinia mangostana L.","En fresco"
"Colombia","Caldas","17495","Norcasia","Plátano consumo interno","Plátano consumo interno","Permanente","Frutales","Demas frutales","2019","2019","80.00","50","350","7","2045802","Musa paradisiaca L.","En fresco"
"Colombia","Caldas","17495","Norcasia","Otros cítricos","Otros cítricos","Permanente","Frutales","Cítricos","2019","2019","24.00","17","204","12","2049800","No aplica","En fresco"
"Colombia","Caldas","17495","Norcasia","Maíz Tradicional","Maíz Tradicional","Transitorio","Cereales","Cereales","2019","2019A","4.00","2","2.4","1.2","1010497","Zea mays","En fresco"
"Colombia","Caldas","17495","Norcasia","Yuca consumo en fresco","Yuca consumo en fresco","Transitorio","Raíces y Tubérculos","Raíces y Tubérculos","2019","2019A","5.00","3","63","21","1081001","Manihot esculenta","En fresco"
"Colombia","Caldas","17495","Norcasia","Maíz Tradicional","Maíz Tradicional","Transitorio","Cereales","Cereales","2019","2019B","4.00","3","3.75","1.25","1010497","Zea mays","En fresco"
"Colombia","Caldas","17495","Norcasia","Yuca consumo en fresco","Yuca consumo en fresco","Transitorio","Raíces y Tubérculos","Raíces y Tubérculos","2019","2019B","3.00","3","27","9","1081001","Manihot esculenta","En fresco"
"Colombia","Caldas","17513","Pácora","Aguacate demás variedades","Aguacate demás variedades","Permanente","Frutales","Demas frutales","2019","2019","2,200.00","1,900","26,600","14","2040299","Persea americana","En fresco"
"Colombia","Caldas","17513","Pácora","Lulo","Lulo","Permanente","Frutales","Solanáceas","2019","2019","100.00","40","560","14","2043700","Solanum quitoense Lam","En fresco"
"Colombia","Caldas","17513","Pácora","Plátano consumo interno","Plátano consumo interno","Permanente","Frutales","Demas frutales","2019","2019","2,220.00","2,200","26,400","12","2045802","Musa paradisiaca L.","En fresco"
"Colombia","Caldas","17513","Pácora","Maíz Tradicional","Maíz Tradicional","Transitorio","Cereales","Cereales","2019","2019A","0.00","0","0","0","1010497","Zea mays","En fresco"
"Colombia","Caldas","17513","Pácora","Maíz Tradicional","Maíz Tradicional","Transitorio","Cereales","Cereales","2019","2019B","0.00","0","0","0","1010497","Zea mays","En fresco"
"Colombia","Caldas","17524","Palestina","Aguacate demás variedades","Aguacate demás variedades","Permanente","Frutales","Demas frutales","2019","2019","210.00","198","1,584","8","2040299","Persea americana","En fresco"
"Colombia","Caldas","17524","Palestina","Guayaba","Guayaba","Permanente","Frutales","Mirtáceas","2019","2019","455.00","300","3,300","11","2043000","Psidium guajava L.","En fresco"
"Colombia","Caldas","17524","Palestina","Plátano consumo interno","Plátano consumo interno","Permanente","Frutales","Demas frutales","2019","2019","426.00","361","5,776","16","2045802","Musa paradisiaca L.","En fresco"
"Colombia","Caldas","17524","Palestina","Otros cítricos","Otros cítricos","Permanente","Frutales","Cítricos","2019","2019","312.00","307","5,219","17","2049800","No aplica","En fresco"
"Colombia","Caldas","17524","Palestina","Maíz Tradicional","Maíz Tradicional","Transitorio","Cereales","Cereales","2019","2019A","8.00","8","40","5","1010497","Zea mays","En fresco"
"Colombia","Caldas","17524","Palestina","Pepino Cohombro","Pepino Cohombro","Transitorio","Hortalizas","Hortalizas de Futo","2019","2019A","6.00","6","84","14","1052300","Cucumis sativus","En fresco"
"Colombia","Caldas","17524","Palestina","Tomate","Tomate","Transitorio","Hortalizas","Hortalizas de Futo","2019","2019A","7.00","7","315","45","1052901","Lycopersicon esculentum","En fresco"
"Colombia","Caldas","17524","Palestina","Habichuela","Habichuela","Transitorio","Leguminosas","Leguminosas","2019","2019A","6.00","6","108","18","1060600","Phaseolus vulgaris","En fresco"
"Colombia","Caldas","17524","Palestina","Tomate","Tomate","Transitorio","Hortalizas","Hortalizas de Futo","2019","2019B","5.00","5","225","45","1052901","Lycopersicon esculentum","En fresco"
"Colombia","Caldas","17524","Palestina","Habichuela","Habichuela","Transitorio","Leguminosas","Leguminosas","2019","2019B","4.00","4","72","18","1060600","Phaseolus vulgaris","En fresco"
